file_id,T,tr,nfft,n_s5,n_s4,n_cl,n_overlap,n_tail,n_extra,bins_on_nominal_edges,max_abs_err,max_rel_err,mismatch_1em9,tail_frac_of_cl
Caltech_0051481,146,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,4.96123975367136e-16,0,0.0724099105439783
Caltech_0051482,146,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,5.186666497876342e-16,0,0.0806445640540014
Caltech_0051484,146,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.42802097955169e-16,0,0.06407644717817278
Caltech_0051485,146,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,5.887092758483832e-16,0,0.061604497627224745
Caltech_0051486,146,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,4.544297179785537e-16,0,0.06853337265384737
Caltech_0051487,146,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,4.666365003391317e-16,0,0.06569385306858655
Caltech_0051488,146,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.466205131091014e-16,0,0.0725274440004419
Caltech_0051489,146,2.0,256,8,24,35,0,3,0,0,2.2737367544323206e-13,6.830068362100053e-16,0,0.0847314267689722
Caltech_0051490,146,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,5.699584857997844e-16,0,0.06911942811496148
Caltech_0051491,146,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,4.1149001197075386e-16,0,0.08678878985154469
Caltech_0051492,146,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.047222352633726e-16,0,0.06585156780266749
Caltech_0051493,146,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,5.641953791642397e-16,0,0.07192167098353319
KKI_0050772,152,2.5,256,11,29,45,0,5,0,0,1.1368683772161603e-13,5.531439769391255e-16,0,0.08828726409894198
KKI_0050773,152,2.5,256,11,29,45,0,5,0,0,1.7053025658242404e-13,5.588694359323596e-16,0,0.09392024365204865
KKI_0050774,152,2.5,256,11,29,45,0,5,0,0,1.1368683772161603e-13,6.385063464412201e-16,0,0.10362092412417119
KKI_0050775,152,2.5,256,11,29,45,0,5,0,0,3.410605131648481e-13,9.314442635794229e-16,0,0.08425086540299395
KKI_0050776,152,2.5,256,11,29,45,0,5,0,0,2.2737367544323206e-13,5.613976743071556e-16,0,0.0819266350793513
KKI_0050777,152,2.5,256,11,29,45,0,5,0,0,1.1368683772161603e-13,7.377775912355556e-16,0,0.09719377284574048
KKI_0050778,152,2.5,256,11,29,45,0,5,0,0,1.7053025658242404e-13,5.664000027112113e-16,0,0.07965114861972308
KKI_0050779,152,2.5,256,11,29,45,0,5,0,0,1.1368683772161603e-13,6.794540122619071e-16,0,0.09844672411580087
KKI_0050780,152,2.5,256,11,29,45,0,5,0,0,1.7053025658242404e-13,7.216607201257117e-16,0,0.0710884962901431
KKI_0050781,152,2.5,256,11,29,45,0,5,0,0,2.2737367544323206e-13,6.277309562541693e-16,0,0.08769141142489151
KKI_0050782,152,2.5,256,11,29,45,0,5,0,0,1.1368683772161603e-13,5.193745468281996e-16,0,0.0849891444330862
KKI_0050783,152,2.5,256,11,29,45,0,5,0,0,1.7053025658242404e-13,5.845961256919057e-16,0,0.10935761067110739
KKI_0050784,152,2.5,256,11,29,45,0,5,0,0,2.2737367544323206e-13,5.490060915846994e-16,0,0.0797164610923264
KKI_0050785,152,2.5,256,11,29,45,0,5,0,0,2.2737367544323206e-13,4.1598172653360333e-16,0,0.10071603373212151
KKI_0050786,152,2.5,256,11,29,45,0,5,0,0,2.2737367544323206e-13,6.251730565283131e-16,0,0.09364677290883852
KKI_0050787,152,2.5,256,11,29,45,0,5,0,0,2.2737367544323206e-13,4.4114205198462197e-16,0,0.08320862872346056
KKI_0050788,152,2.5,256,11,29,45,0,5,0,0,1.7053025658242404e-13,5.510838361000883e-16,0,0.10864925423857875
KKI_0050789,152,2.5,256,11,29,45,0,5,0,0,2.2737367544323206e-13,6.455425626177394e-16,0,0.07476691422647154
KKI_0050790,152,2.5,256,11,29,45,0,5,0,0,1.1368683772161603e-13,5.880361549857543e-16,0,0.09265930780676873
KKI_0050791,124,2.5,128,5,15,22,0,2,0,0,8.526512829121202e-14,4.776215065508547e-16,0,0.06598032649995697
KKI_0050792,124,2.5,128,5,15,22,0,2,0,0,1.1368683772161603e-13,3.400974030906249e-16,0,0.07116740190415129
KKI_0050793,124,2.5,128,5,15,22,0,2,0,0,8.526512829121202e-14,4.718021347055022e-16,0,0.08811558811818608
KKI_0050794,124,2.5,128,5,15,22,0,2,0,0,5.684341886080802e-14,3.6057833410669587e-16,0,0.07766440161306956
KKI_0050795,152,2.5,256,11,29,45,0,5,0,0,3.410605131648481e-13,9.039206797150735e-16,0,0.08627973170754605
KKI_0050796,152,2.5,256,11,29,45,0,5,0,0,1.7053025658242404e-13,6.260997332813062e-16,0,0.08453829027599681
KKI_0050797,152,2.5,256,11,29,45,0,5,0,0,3.410605131648481e-13,6.184411339870335e-16,0,0.08802787898462508
KKI_0050798,152,2.5,256,11,29,45,0,5,0,0,2.8421709430404007e-13,7.716306110661537e-16,0,0.11160761912649102
KKI_0050799,152,2.5,256,11,29,45,0,5,0,0,8.526512829121202e-14,6.603172257652753e-16,0,0.09539458716586602
KKI_0050800,152,2.5,256,11,29,45,0,5,0,0,2.2737367544323206e-13,5.709599309025428e-16,0,0.08459514972024329
KKI_0050801,152,2.5,256,11,29,45,0,5,0,0,3.410605131648481e-13,5.610929374952658e-16,0,0.11118402417739384
KKI_0050802,152,2.5,256,11,29,45,0,5,0,0,1.1368683772161603e-13,5.895021082581215e-16,0,0.08262804940417143
KKI_0050803,152,2.5,256,11,29,45,0,5,0,0,1.7053025658242404e-13,5.721652250286433e-16,0,0.0907889716296854
KKI_0050804,152,2.5,256,11,29,45,0,5,0,0,5.684341886080801e-13,6.858919679075168e-16,0,0.09986066339987906
KKI_0050807,152,2.5,256,11,29,45,0,5,0,0,2.2737367544323206e-13,8.636616874126271e-16,0,0.0891900809945894
KKI_0050812,152,2.5,256,11,29,45,0,5,0,0,1.7053025658242404e-13,6.031681948032913e-16,0,0.07732576801127686
KKI_0050814,152,2.5,256,11,29,45,0,5,0,0,1.1368683772161603e-13,5.693722114344005e-16,0,0.08298194828051297
KKI_0050815,152,2.5,256,11,29,45,0,5,0,0,2.2737367544323206e-13,6.147701646233858e-16,0,0.09433071773968721
KKI_0050816,124,2.5,128,5,15,22,0,2,0,0,5.684341886080802e-14,4.437642739999353e-16,0,0.07175976376776547
KKI_0050817,124,2.5,128,5,15,22,0,2,0,0,5.684341886080802e-14,5.331260941865397e-16,0,0.05879871669965898
KKI_0050818,152,2.5,256,11,29,45,0,5,0,0,1.4210854715202004e-13,6.162596475654967e-16,0,0.08236929629712395
KKI_0050819,152,2.5,256,11,29,45,0,5,0,0,1.1368683772161603e-13,5.917092057665746e-16,0,0.09174186768196928
KKI_0050820,152,2.5,256,11,29,45,0,5,0,0,1.1368683772161603e-13,6.849242155151826e-16,0,0.09057157198210401
KKI_0050821,152,2.5,256,11,29,45,0,5,0,0,1.7053025658242404e-13,5.303364097021935e-16,0,0.10225638646283293
KKI_0050822,152,2.5,256,11,29,45,0,5,0,0,2.2737367544323206e-13,6.264575648948208e-16,0,0.09912214494610515
KKI_0050823,152,2.5,256,11,29,45,0,5,0,0,2.2737367544323206e-13,7.095041933768266e-16,0,0.09605947317392133
KKI_0050824,152,2.5,256,11,29,45,0,5,0,0,1.1368683772161603e-13,6.257752312156201e-16,0,0.08084586818491522
KKI_0050825,152,2.5,256,11,29,45,0,5,0,0,1.1368683772161603e-13,5.844864812712045e-16,0,0.0910445812369526
Leuven_1_0050682,246,1.6666500568389893,256,7,20,30,0,3,0,0,2.2737367544323206e-13,5.041430879048486e-16,0,0.09251821789439314
Leuven_1_0050683,246,1.666159987449646,256,7,20,30,0,3,0,0,5.684341886080802e-14,4.737124330353073e-16,0,0.0787059913211902
Leuven_1_0050685,246,1.6657400131225586,256,7,20,30,0,3,0,0,1.7053025658242404e-13,5.289797930005772e-16,0,0.06057887921409975
Leuven_1_0050686,246,1.6663899421691897,256,7,20,30,0,3,0,0,1.1368683772161603e-13,4.954320724694516e-16,0,0.10407588785071537
Leuven_1_0050687,246,1.6664400100708008,256,7,20,30,0,3,0,0,1.4210854715202004e-13,5.750050527957858e-16,0,0.1053319460311116
Leuven_1_0050688,246,1.666800022125244,256,7,20,30,0,3,0,0,8.526512829121202e-14,5.511799573358002e-16,0,0.08158506648608838
Leuven_1_0050689,246,1.6660900115966797,256,7,20,30,0,3,0,0,1.1368683772161603e-13,5.361304030721033e-16,0,0.07227818179263971
Leuven_1_0050690,246,1.6661100387573242,256,7,20,30,0,3,0,0,1.1368683772161603e-13,5.14332685481673e-16,0,0.09324914905769073
Leuven_1_0050691,246,1.66552996635437,256,7,20,30,0,3,0,0,5.684341886080802e-14,5.80016629849771e-16,0,0.06992192909149038
Leuven_1_0050692,246,1.6667799949645996,256,7,20,30,0,3,0,0,5.684341886080802e-14,4.072952050365344e-16,0,0.06752043099453328
Leuven_1_0050693,246,1.6658400297164917,256,7,20,30,0,3,0,0,1.1368683772161603e-13,4.253331109400973e-16,0,0.1101973722548468
Leuven_1_0050694,246,1.6672300100326538,256,7,20,30,0,3,0,0,5.684341886080802e-14,4.9544533956403005e-16,0,0.07927914690336159
Leuven_1_0050695,246,1.6651899814605713,256,7,20,30,0,3,0,0,8.526512829121202e-14,4.928108443518677e-16,0,0.0800013441597873
Leuven_1_0050696,246,1.667099952697754,256,7,20,30,0,3,0,0,7.105427357601002e-14,7.701657172592281e-16,0,0.08770797959040144
Leuven_1_0050697,246,1.6664899587631226,256,7,20,30,0,3,0,0,8.526512829121202e-14,4.2204923904291457e-16,0,0.07378958426942929
Leuven_1_0050698,246,1.6666699647903442,256,7,20,30,0,3,0,0,5.684341886080802e-14,7.578983062034446e-16,0,0.08049257457432424
Leuven_1_0050699,246,1.6664700508117676,256,7,20,30,0,3,0,0,1.7053025658242404e-13,4.795147697109864e-16,0,0.08980740465807495
Leuven_1_0050700,246,1.6661800146102903,256,7,20,30,0,3,0,0,1.1368683772161603e-13,5.152139606797699e-16,0,0.08411490211170147
Leuven_1_0050701,246,1.66989004611969,256,7,20,30,0,3,0,0,1.1368683772161603e-13,4.4135183677908425e-16,0,0.0754028333196184
Leuven_1_0050702,246,1.6664999723434448,256,7,20,30,0,3,0,0,1.1368683772161603e-13,5.128978075897755e-16,0,0.07909490558584206
Leuven_1_0050703,246,1.666509985923767,256,7,20,30,0,3,0,0,8.526512829121202e-14,5.050434206474476e-16,0,0.07936527492147616
Leuven_1_0050704,246,1.6663199663162231,256,7,20,30,0,3,0,0,5.684341886080802e-14,4.988200763396984e-16,0,0.06906411694387589
Leuven_1_0050705,246,1.666790008544922,256,7,20,30,0,3,0,0,8.526512829121202e-14,5.614619990731438e-16,0,0.06783832431501632
Leuven_1_0050707,246,1.6663399934768677,256,7,20,30,0,3,0,0,8.526512829121202e-14,4.564387333725724e-16,0,0.09733948155603622
Leuven_1_0050708,246,1.664520025253296,256,7,20,30,0,3,0,0,5.684341886080802e-14,5.653694280613532e-16,0,0.06934857103418898
Leuven_1_0050709,246,1.6660900115966797,256,7,20,30,0,3,0,0,1.7053025658242404e-13,5.860234731042059e-16,0,0.05749137152689929
Leuven_1_0050710,246,1.666059970855713,256,7,20,30,0,3,0,0,8.526512829121202e-14,6.743030895359806e-16,0,0.07752746231626413
Leuven_1_0050711,246,1.666759967803955,256,7,20,30,0,3,0,0,1.1368683772161603e-13,4.2674898017578184e-16,0,0.07796042361345944
Leuven_2_0050722,246,1.6519099473953247,256,7,19,29,0,3,0,0,5.684341886080802e-14,5.092633832728732e-16,0,0.0906037627177504
Leuven_2_0050723,246,1.651520013809204,256,7,19,29,0,3,0,0,5.684341886080802e-14,3.719477292045787e-16,0,0.07995490680398881
Leuven_2_0050724,246,1.6505000591278076,256,7,19,29,0,3,0,0,5.684341886080802e-14,3.835381439956246e-16,0,0.07242369174074159
Leuven_2_0050725,246,1.650990009307861,256,7,19,29,0,3,0,0,5.684341886080802e-14,3.6381563113712116e-16,0,0.09918444683799205
Leuven_2_0050726,246,1.651020050048828,256,7,19,29,0,3,0,0,5.684341886080802e-14,5.474439825864428e-16,0,0.08629669818378412
Leuven_2_0050728,246,1.650760054588318,256,7,19,29,0,3,0,0,1.1368683772161603e-13,4.896899474237152e-16,0,0.10740476956947932
Leuven_2_0050730,246,1.650990009307861,256,7,19,29,0,3,0,0,1.1368683772161603e-13,4.2769616973886005e-16,0,0.10019511286906052
Leuven_2_0050731,246,1.6513999700546265,256,7,19,29,0,3,0,0,4.263256414560601e-14,5.143668447580629e-16,0,0.09187192714378029
Leuven_2_0050732,246,1.6512600183486938,256,7,19,29,0,3,0,0,1.1368683772161603e-13,5.944049394704296e-16,0,0.08612890196537641
Leuven_2_0050733,246,1.651239991188049,256,7,19,29,0,3,0,0,1.1368683772161603e-13,6.7672032867707e-16,0,0.08141497905583586
Leuven_2_0050735,246,1.6512500047683716,256,7,19,29,0,3,0,0,5.684341886080802e-14,5.428492624713302e-16,0,0.10538297305856036
Leuven_2_0050736,246,1.6516599655151367,256,7,19,29,0,3,0,0,5.684341886080802e-14,4.714754737899113e-16,0,0.10362013712759975
Leuven_2_0050737,246,1.6510299444198608,256,7,19,29,0,3,0,0,1.1368683772161603e-13,4.645853199181819e-16,0,0.08156772809101968
Leuven_2_0050738,246,1.651239991188049,256,7,19,29,0,3,0,0,1.1368683772161603e-13,5.425115993423853e-16,0,0.08245780815171927
Leuven_2_0050739,246,1.651379942893982,256,7,19,29,0,3,0,0,1.1368683772161603e-13,4.896105267043019e-16,0,0.06814780989381732
Leuven_2_0050740,246,1.650130033493042,256,7,19,29,0,3,0,0,5.684341886080802e-14,5.170061963045738e-16,0,0.08127375122288998
Leuven_2_0050741,246,1.651379942893982,256,7,19,29,0,3,0,0,5.684341886080802e-14,5.467598070735666e-16,0,0.08042530819906296
Leuven_2_0050742,246,1.6515300273895264,256,7,19,29,0,3,0,0,1.7053025658242404e-13,5.612186818706103e-16,0,0.07354751273905973
Leuven_2_0050743,246,1.6516300439834597,256,7,19,29,0,3,0,0,8.526512829121202e-14,5.595438929019097e-16,0,0.06449995735027526
Leuven_2_0050744,246,1.6511199474334717,256,7,19,29,0,3,0,0,1.7053025658242404e-13,4.993240700988163e-16,0,0.08702939449351858
Leuven_2_0050745,246,1.6512800455093384,256,7,19,29,0,3,0,0,8.526512829121202e-14,6.228183198357297e-16,0,0.08029662436406008
Leuven_2_0050746,246,1.6516300439834597,256,7,19,29,0,3,0,0,8.526512829121202e-14,4.656374407674845e-16,0,0.08692452194320567
Leuven_2_0050747,246,1.650990009307861,256,7,19,29,0,3,0,0,1.1368683772161603e-13,5.624971779184078e-16,0,0.08680758002415258
Leuven_2_0050748,246,1.6661800146102903,256,7,20,30,0,3,0,0,5.684341886080802e-14,4.740505473738645e-16,0,0.07662966153993463
Leuven_2_0050749,246,1.650760054588318,256,7,19,29,0,3,0,0,2.842170943040401e-14,3.6416297653861723e-16,0,0.08166783254386441
Leuven_2_0050750,246,1.6512600183486938,256,7,19,29,0,3,0,0,5.684341886080802e-14,4.628939336173689e-16,0,0.11614911497888139
Leuven_2_0050751,246,1.651039958000183,256,7,19,29,0,3,0,0,8.526512829121202e-14,5.073599244692546e-16,0,0.07947833904274358
Leuven_2_0050752,246,1.650760054588318,256,7,19,29,0,3,0,0,8.526512829121202e-14,5.343393898830274e-16,0,0.08015304040596842
Leuven_2_0050753,246,1.650760054588318,256,7,19,29,0,3,0,0,8.526512829121202e-14,5.18541062756219e-16,0,0.0764999120304098
Leuven_2_0050754,246,1.651360034942627,256,7,19,29,0,3,0,0,5.684341886080802e-14,5.443780105732618e-16,0,0.0653417218787509
Leuven_2_0050755,246,1.6512600183486938,256,7,19,29,0,3,0,0,5.684341886080802e-14,5.04838117789923e-16,0,0.08320900706367544
Leuven_2_0050756,246,1.6667699813842771,256,7,20,30,0,3,0,0,8.526512829121202e-14,5.856676064050099e-16,0,0.08001106804096109
Leuven_2_0050757,246,1.6664899587631226,256,7,20,30,0,3,0,0,1.1368683772161603e-13,6.814470428400192e-16,0,0.10358058531895076
MaxMun_a_0051318,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,4.1636417322100606e-16,0,0.07112740268386605
MaxMun_a_0051319,116,3.0,128,7,18,27,0,2,0,0,4.263256414560601e-14,4.3096878570689855e-16,0,0.0617958170444543
MaxMun_a_0051320,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,5.11436975464948e-16,0,0.061984205101693855
MaxMun_a_0051321,116,3.0,128,7,18,27,0,2,0,0,8.526512829121202e-14,5.506319743039889e-16,0,0.055659880230555764
MaxMun_a_0051362,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,4.560041985526786e-16,0,0.05560182516215698
MaxMun_a_0051363,116,3.0,128,7,18,27,0,2,0,0,4.263256414560601e-14,5.236057633336313e-16,0,0.0614144238980133
MaxMun_a_0051364,116,3.0,128,7,18,27,0,2,0,0,8.526512829121202e-14,5.166547893353725e-16,0,0.058894863890717554
MaxMun_a_0051365,116,3.0,128,7,18,27,0,2,0,0,8.526512829121202e-14,5.422560154901798e-16,0,0.06019894540751672
MaxMun_a_0051369,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,4.192299981966057e-16,0,0.06656983616928397
MaxMun_a_0051370,116,3.0,128,7,18,27,0,2,0,0,4.263256414560601e-14,6.445970783944164e-16,0,0.06643697439737199
MaxMun_a_0051373,116,3.0,128,7,18,27,0,2,0,0,2.842170943040401e-14,6.403264871323489e-16,0,0.06471730080694862
MaxMun_a_0051606,116,3.0,128,7,18,27,0,2,0,0,4.263256414560601e-14,3.890429988204629e-16,0,0.07663120610619062
MaxMun_a_0051607,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,4.413032179085827e-16,0,0.07471300323654302
MaxMun_b_0051322,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,4.654232633756054e-16,0,0.04945861264759406
MaxMun_b_0051323,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,5.213087505981355e-16,0,0.06178083256165822
MaxMun_b_0051324,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,4.4397926147118787e-16,0,0.05733845187734063
MaxMun_b_0051325,116,3.0,128,7,18,27,0,2,0,0,8.526512829121202e-14,5.80117748515792e-16,0,0.07731813202661775
MaxMun_b_0051326,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,4.975525130564254e-16,0,0.05322170644981559
MaxMun_b_0051327,116,3.0,128,7,18,27,0,2,0,0,2.842170943040401e-14,4.486198744627477e-16,0,0.06909080887747805
MaxMun_c_0051328,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,4.197403940120032e-16,0,0.045091867298110704
MaxMun_c_0051332,116,3.0,128,7,18,27,0,2,0,0,8.526512829121202e-14,5.953395650973094e-16,0,0.04982022300194821
MaxMun_c_0051333,116,3.0,128,7,18,27,0,2,0,0,8.526512829121202e-14,7.010646385170611e-16,0,0.05880983820466199
MaxMun_c_0051334,116,3.0,128,7,18,27,0,2,0,0,8.526512829121202e-14,6.174551987202376e-16,0,0.05585894262398096
MaxMun_c_0051335,116,3.0,128,7,18,27,0,2,0,0,4.263256414560601e-14,5.870765597867487e-16,0,0.05473510737677169
MaxMun_c_0051336,116,3.0,128,7,18,27,0,2,0,0,1.1368683772161603e-13,5.046900315025859e-16,0,0.044839390565512394
MaxMun_c_0051338,116,3.0,128,7,18,27,0,2,0,0,8.526512829121202e-14,4.464547912102041e-16,0,0.04893428311436043
MaxMun_c_0051339,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,5.696757761886176e-16,0,0.06297461696142709
MaxMun_c_0051340,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,4.3281885867349593e-16,0,0.0704710093667799
MaxMun_c_0051341,116,3.0,128,7,18,27,0,2,0,0,1.1368683772161603e-13,4.531877996412908e-16,0,0.06555548438792337
MaxMun_c_0051342,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,4.587833065847379e-16,0,0.05614007126167125
MaxMun_c_0051343,116,3.0,128,7,18,27,0,2,0,0,1.1368683772161603e-13,5.156830754888842e-16,0,0.04671165295619677
MaxMun_c_0051344,116,3.0,128,7,18,27,0,2,0,0,1.1368683772161603e-13,5.36301599603753e-16,0,0.06715285608296993
MaxMun_c_0051345,116,3.0,128,7,18,27,0,2,0,0,5.684341886080802e-14,4.8579521906011e-16,0,0.05871718466507161
MaxMun_c_0051346,116,3.0,128,7,18,27,0,2,0,0,4.263256414560601e-14,4.75850124659375e-16,0,0.06124391305656007
MaxMun_c_0051347,116,3.0,128,7,18,27,0,2,0,0,1.1368683772161603e-13,4.399883772290453e-16,0,0.051283317865156955
MaxMun_c_0051348,116,3.0,128,7,18,27,0,2,0,0,8.526512829121202e-14,3.9135470037843564e-16,0,0.07896739672229877
MaxMun_d_0051329,196,3.0,256,13,36,54,0,5,0,0,1.7053025658242404e-13,5.56480120225557e-16,0,0.07524319272268554
MaxMun_d_0051330,196,3.0,256,13,36,54,0,5,0,0,2.8421709430404007e-13,8.148989984772737e-16,0,0.07092507633879885
MaxMun_d_0051331,196,3.0,256,13,36,54,0,5,0,0,2.8421709430404007e-13,7.247978558087229e-16,0,0.060778612043695404
MaxMun_d_0051349,196,3.0,256,13,36,54,0,5,0,0,2.8421709430404007e-13,6.465641107988817e-16,0,0.06644920158063279
MaxMun_d_0051350,196,3.0,256,13,36,54,0,5,0,0,3.410605131648481e-13,7.144496432334584e-16,0,0.08059415691961644
MaxMun_d_0051351,196,3.0,256,13,36,54,0,5,0,0,2.2737367544323206e-13,9.684992996310028e-16,0,0.06228167062922322
MaxMun_d_0051352,196,3.0,256,13,36,54,0,5,0,0,4.547473508864641e-13,5.882468941953444e-16,0,0.06999043342244408
MaxMun_d_0051354,196,3.0,256,13,36,54,0,5,0,0,1.7053025658242404e-13,6.331166169510538e-16,0,0.0814361350721018
MaxMun_d_0051355,196,3.0,256,13,36,54,0,5,0,0,2.8421709430404007e-13,6.532953668097806e-16,0,0.0760727196728253
MaxMun_d_0051356,196,3.0,256,13,36,54,0,5,0,0,2.2737367544323206e-13,6.775959651935598e-16,0,0.0597250175683753
MaxMun_d_0051357,196,3.0,256,13,36,54,0,5,0,0,2.2737367544323206e-13,7.000857456094461e-16,0,0.08088582945057352
MaxMun_d_0051360,196,3.0,256,13,36,54,0,5,0,0,1.7053025658242404e-13,5.040854062209552e-16,0,0.10325975433353142
MaxMun_d_0051361,196,3.0,256,13,36,54,0,5,0,0,2.2737367544323206e-13,6.007663154524043e-16,0,0.06979130128394236
