file_id,shape_ok,dtype,finite,vmin,vmax,sym_err,diag_min,diag_max,n_exact_zero,n_neg_off,n_pos_off,max_abs,const
Leuven_1_0050692,True,float64,True,-0.42296090986115153,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,456,7554,1.0,False
Leuven_1_0050693,True,float64,True,-0.1748255427896468,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,60,7950,1.0,False
Leuven_1_0050694,True,float64,True,-0.49601210528129636,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,1030,6980,1.0,False
Leuven_1_0050695,True,float64,True,-0.450425421308772,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,784,7226,1.0,False
Leuven_1_0050696,True,float64,True,-0.49338460534399325,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,786,7224,1.0,False
Leuven_1_0050697,True,float64,True,-0.34488395260917126,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,264,7746,1.0,False
Leuven_1_0050698,True,float64,True,-0.4876905670948093,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,812,7198,1.0,False
Leuven_1_0050699,True,float64,True,-0.4420277550938573,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,280,7730,1.0,False
Leuven_1_0050700,True,float64,True,-0.5255303851646641,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,2206,5804,1.0,False
Leuven_1_0050701,True,float64,True,-0.4280029123556234,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,360,7650,1.0,False
Leuven_1_0050702,True,float64,True,-0.4412352918290409,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,1120,6890,1.0,False
Leuven_1_0050703,True,float64,True,-0.38414991749237815,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,782,7228,1.0,False
Leuven_1_0050704,True,float64,True,-0.42666267039186173,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,576,7434,1.0,False
Leuven_1_0050705,True,float64,True,-0.22002570898464507,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,62,7948,1.0,False
Leuven_1_0050707,True,float64,True,-0.4476326002087676,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,548,7462,1.0,False
Leuven_1_0050708,True,float64,True,-0.3293069611532654,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,458,7552,1.0,False
Leuven_1_0050709,True,float64,True,-0.08166215021431897,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,6,8004,1.0,False
Leuven_1_0050710,True,float64,True,-0.3202472420331801,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,370,7640,1.0,False
Leuven_1_0050711,True,float64,True,-0.40125541957724487,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,422,7588,1.0,False
Leuven_2_0050722,True,float64,True,-0.3559386265302724,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,698,7312,1.0,False
Leuven_2_0050723,True,float64,True,-0.2931350912312069,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,212,7798,1.0,False
Leuven_2_0050724,True,float64,True,-0.3301831136607111,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,414,7596,1.0,False
Leuven_2_0050725,True,float64,True,-0.5268431768510216,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,568,7442,1.0,False
Leuven_2_0050726,True,float64,True,-0.322999344869715,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,456,7554,1.0,False
Leuven_2_0050728,True,float64,True,-0.3339759869524418,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,448,7562,1.0,False
Leuven_2_0050730,True,float64,True,-0.13496023604468432,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,6,8004,1.0,False
Leuven_2_0050731,True,float64,True,-0.4470800170553748,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,568,7442,1.0,False
Leuven_2_0050732,True,float64,True,-0.2602471170441559,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,202,7808,1.0,False
Leuven_2_0050733,True,float64,True,-0.43354634327329034,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,1220,6790,1.0,False
Leuven_2_0050735,True,float64,True,-0.3658260375029,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,462,7548,1.0,False
Leuven_2_0050736,True,float64,True,-0.38427228621831944,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,358,7652,1.0,False
Leuven_2_0050737,True,float64,True,-0.39556920093269354,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,270,7740,1.0,False
Leuven_2_0050738,True,float64,True,-0.3701331007891531,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,272,7738,1.0,False
Leuven_2_0050739,True,float64,True,-0.25316657944304916,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,206,7804,1.0,False
Leuven_2_0050740,True,float64,True,-0.42978498105577445,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,848,7162,1.0,False
Leuven_2_0050741,True,float64,True,-0.24830526348261528,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,118,7892,1.0,False
Leuven_2_0050742,True,float64,True,-0.3898223378848937,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,366,7644,1.0,False
Leuven_2_0050743,True,float64,True,-0.2464097969786498,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,196,7814,1.0,False
Leuven_2_0050744,True,float64,True,-0.23187883351829,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,196,7814,1.0,False
Leuven_2_0050745,True,float64,True,-0.5481030985329977,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,2486,5524,1.0,False
Leuven_2_0050746,True,float64,True,-0.512773576114907,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,720,7290,1.0,False
Leuven_2_0050747,True,float64,True,-0.3290638862044511,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,44,7966,1.0,False
Leuven_2_0050748,True,float64,True,-0.4786260062477926,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,382,7628,1.0,False
Leuven_2_0050749,True,float64,True,-0.430933525085941,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,618,7392,1.0,False
Leuven_2_0050750,True,float64,True,-0.2768652255874995,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,182,7828,1.0,False
Leuven_2_0050751,True,float64,True,-0.33243868527120124,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,264,7746,1.0,False
Leuven_2_0050752,True,float64,True,-0.5195216871997836,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,1274,6736,1.0,False
Leuven_2_0050753,True,float64,True,-0.3656245469057873,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,314,7696,1.0,False
Leuven_2_0050754,True,float64,True,-0.497258466394766,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,670,7340,1.0,False
Leuven_2_0050755,True,float64,True,-0.44561794194228416,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,728,7282,1.0,False
Leuven_2_0050756,True,float64,True,-0.3710324135609634,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,202,7808,1.0,False
Leuven_2_0050757,True,float64,True,-0.23431775817565567,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,46,7964,1.0,False
MaxMun_a_0051318,True,float64,True,-0.4859452647072766,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,1046,6964,1.0,False
MaxMun_a_0051319,True,float64,True,-0.5491185338953332,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,1752,6258,1.0,False
MaxMun_a_0051320,True,float64,True,-0.45313651840268837,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,890,7120,1.0,False
MaxMun_a_0051321,True,float64,True,-0.4371040196189883,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,1018,6992,1.0,False
MaxMun_a_0051362,True,float64,True,-0.5543366516432224,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,1516,6494,1.0,False
MaxMun_a_0051363,True,float64,True,-0.47319165263345736,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,540,7470,1.0,False
MaxMun_a_0051364,True,float64,True,-0.4536440233955261,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,556,7454,1.0,False
MaxMun_a_0051365,True,float64,True,-0.4574268920700069,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,480,7530,1.0,False
MaxMun_a_0051369,True,float64,True,-0.6085917675228358,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,680,7330,1.0,False
MaxMun_a_0051370,True,float64,True,-0.504777632726595,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,1176,6834,1.0,False
MaxMun_a_0051373,True,float64,True,-0.5629648364238173,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,2544,5466,1.0,False
MaxMun_a_0051606,True,float64,True,-0.6087094505375356,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,2172,5838,1.0,False
MaxMun_a_0051607,True,float64,True,-0.4138275914741643,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,376,7634,1.0,False
MaxMun_b_0051322,True,float64,True,-0.4578605631754077,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,718,7292,1.0,False
MaxMun_b_0051323,True,float64,True,-0.3359169904314176,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,768,7242,1.0,False
MaxMun_b_0051324,True,float64,True,-0.5298882596674623,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,1876,6134,1.0,False
MaxMun_b_0051325,True,float64,True,-0.4705662697097432,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,1782,6228,1.0,False
MaxMun_b_0051326,True,float64,True,-0.43270055554052217,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,706,7304,1.0,False
MaxMun_b_0051327,True,float64,True,-0.30928407264517926,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,340,7670,1.0,False
MaxMun_c_0051328,True,float64,True,-0.4807542199249374,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,1434,6576,1.0,False
MaxMun_c_0051332,True,float64,True,-0.31425958493486095,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,608,7402,1.0,False
MaxMun_c_0051333,True,float64,True,-0.3203836791310359,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,544,7466,1.0,False
MaxMun_c_0051334,True,float64,True,-0.2351531626069751,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,32,7978,1.0,False
MaxMun_c_0051335,True,float64,True,-0.32966692084752314,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,686,7324,1.0,False
MaxMun_c_0051336,True,float64,True,-0.38497683607990035,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,544,7466,1.0,False
MaxMun_c_0051338,True,float64,True,-0.4543191395458966,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,908,7102,1.0,False
MaxMun_c_0051339,True,float64,True,-0.4649649624752421,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,1682,6328,1.0,False
MaxMun_c_0051340,True,float64,True,-0.48022169460385317,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,1196,6814,1.0,False
MaxMun_c_0051341,True,float64,True,-0.23577648496260373,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,86,7924,1.0,False
MaxMun_c_0051342,True,float64,True,-0.38295953097124225,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,356,7654,1.0,False
MaxMun_c_0051343,True,float64,True,-0.5231634378044848,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,824,7186,1.0,False
MaxMun_c_0051344,True,float64,True,-0.3449936575835905,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,370,7640,1.0,False
MaxMun_c_0051345,True,float64,True,-0.6157148185114532,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,1378,6632,1.0,False
MaxMun_c_0051346,True,float64,True,-0.3732221174914672,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,240,7770,1.0,False
MaxMun_c_0051347,True,float64,True,-0.5816370630523263,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,1592,6418,1.0,False
MaxMun_c_0051348,True,float64,True,-0.43659692162249125,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,748,7262,1.0,False
MaxMun_d_0051329,True,float64,True,-0.5075358298250421,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,520,7490,1.0,False
MaxMun_d_0051330,True,float64,True,-0.10420230287976219,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,12,7998,1.0,False
MaxMun_d_0051331,True,float64,True,-0.08691826354253547,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,42,7968,1.0,False
MaxMun_d_0051349,True,float64,True,-0.4471073581620511,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,710,7300,1.0,False
MaxMun_d_0051350,True,float64,True,-0.0022183433188691032,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,2,8008,1.0,False
MaxMun_d_0051351,True,float64,True,-0.4368304271483334,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,650,7360,1.0,False
MaxMun_d_0051352,True,float64,True,-0.24051007208263595,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,122,7888,1.0,False
MaxMun_d_0051354,True,float64,True,-0.09466398944836783,1.0,1.1102230246251565e-16,0.9999999999999998,1.0,0,28,7982,1.0,False
MaxMun_d_0051355,True,float64,True,-0.24109423124338009,1.0,2.220446049250313e-16,0.9999999999999998,1.0,0,104,7906,1.0,False
